"-20.033,34.347,0.000","-20.033,29.043,0.000","-20.033,29.043,0.000","-19.857,29.043,0.000","-19.857,29.043,0.000","-19.857,28.526,0.000","-19.857,28.526,0.000","-15.083,28.526,0.000","-15.083,28.526,0.000","-15.083,29.043,0.000","-15.083,29.043,0.000","-14.902,29.043,0.000","-14.902,29.043,0.000","-14.902,28.526,0.000","-14.902,28.526,0.000","-11.052,28.526,0.000","-11.052,28.526,0.000","-11.052,29.043,0.000","-11.052,29.043,0.000","-10.891,29.043,0.000","-10.891,29.043,0.000","-10.891,28.548,0.000","-10.891,28.548,0.000","-10.876,28.548,0.000","-10.876,28.548,0.000","-10.876,28.380,0.000","-10.876,28.380,0.000","-9.550,28.380,0.000","-9.550,28.380,0.000","-9.550,28.583,0.000","-9.550,28.583,0.000","-9.478,28.583,0.000","-9.478,28.583,0.000","-9.478,29.043,0.000","-9.478,29.043,0.000","-9.317,29.043,0.000","-9.317,29.043,0.000","-9.317,28.177,0.000","-9.317,28.177,0.000","-9.352,28.177,0.000","-9.352,28.177,0.000","-9.352,27.582,0.000","-9.352,27.582,0.000","-7.518,27.582,0.000","-7.518,27.582,0.000","-7.518,28.177,0.000","-7.518,28.177,0.000","-7.553,28.177,0.000","-7.553,28.177,0.000","-7.553,28.548,0.000","-7.553,28.548,0.000","-7.553,29.043,0.000","-7.553,29.043,0.000","-7.392,29.043,0.000","-7.392,29.043,0.000","-7.392,28.583,0.000","-7.392,28.583,0.000","-7.077,28.583,0.000","-7.077,28.583,0.000","-7.077,28.548,0.000","-7.077,28.548,0.000","-5.432,28.548,0.000","-5.432,28.548,0.000","-5.432,29.043,0.000","-5.432,29.043,0.000","-5.271,29.043,0.000","-5.271,29.043,0.000","-5.271,28.548,0.000","-5.271,28.548,0.000","-5.172,28.548,0.000","-5.172,28.548,0.000","-3.957,28.548,0.000","-3.957,28.548,0.000","-3.858,28.548,0.000","-3.858,28.548,0.000","-3.858,29.043,0.000","-3.858,29.043,0.000","-3.697,29.043,0.000","-3.697,29.043,0.000","-3.697,28.548,0.000","-3.697,28.548,0.000","-3.732,28.548,0.000","-3.732,28.548,0.000","-3.732,27.582,0.000","-3.732,27.582,0.000","-1.898,27.582,0.000","-1.898,27.582,0.000","-1.898,28.322,0.000","-1.898,28.322,0.000","-1.898,28.548,0.000","-1.898,28.548,0.000","-1.933,28.548,0.000","-1.933,28.548,0.000","-1.933,29.043,0.000","-1.933,29.043,0.000","-1.772,29.043,0.000","-1.772,29.043,0.000","-1.772,28.548,0.000","-1.772,28.548,0.000","-0.203,28.548,0.000","-0.203,28.548,0.000","0.246,28.548,0.000","0.246,28.548,0.000","0.246,29.760,0.000","0.246,29.760,0.000","0.246,33.630,0.000","0.246,33.630,0.000","0.246,34.842,0.000","0.246,34.842,0.000","-0.203,34.842,0.000","-0.203,34.842,0.000","-3.016,34.842,0.000","-3.016,34.842,0.000","-3.016,34.347,0.000","-3.016,34.347,0.000","-3.177,34.347,0.000","-3.177,34.347,0.000","-3.177,34.842,0.000","-3.177,34.842,0.000","-4.362,34.842,0.000","-4.362,34.842,0.000","-4.941,34.842,0.000","-4.941,34.842,0.000","-4.941,34.347,0.000","-4.941,34.347,0.000","-5.102,34.347,0.000","-5.102,34.347,0.000","-5.102,34.842,0.000","-5.102,34.842,0.000","-7.077,34.842,0.000","-7.077,34.842,0.000","-7.077,34.807,0.000","-7.077,34.807,0.000","-8.232,34.807,0.000","-8.232,34.807,0.000","-8.232,34.347,0.000","-8.232,34.347,0.000","-8.393,34.347,0.000","-8.393,34.347,0.000","-8.393,34.807,0.000","-8.393,34.807,0.000","-8.393,34.842,0.000","-8.393,34.842,0.000","-9.367,34.842,0.000","-9.367,34.842,0.000","-9.367,34.807,0.000","-9.367,34.807,0.000","-10.703,34.807,0.000","-10.703,34.807,0.000","-10.703,34.842,0.000","-10.703,34.842,0.000","-11.677,34.842,0.000","-11.677,34.842,0.000","-11.677,34.347,0.000","-11.677,34.347,0.000","-11.838,34.347,0.000","-11.838,34.347,0.000","-11.838,34.807,0.000","-11.838,34.807,0.000","-14.902,34.807,0.000","-14.902,34.807,0.000","-14.902,34.347,0.000","-14.902,34.347,0.000","-15.083,34.347,0.000","-15.083,34.347,0.000","-15.083,34.807,0.000","-15.083,34.807,0.000","-19.857,34.807,0.000","-19.857,34.807,0.000","-19.857,34.347,0.000","-19.857,34.347,0.000","-20.033,34.347,0.000"
"-20.033,29.043,0.000","-20.033,34.347,0.000","-20.033,34.347,0.000","-20.033,34.807,0.000","-20.033,34.807,0.000","-24.162,34.807,0.000","-24.162,34.807,0.000","-24.162,34.347,0.000","-24.162,34.347,0.000","-24.343,34.347,0.000","-24.343,34.347,0.000","-24.343,34.807,0.000","-24.343,34.807,0.000","-24.343,34.842,0.000","-24.343,34.842,0.000","-24.343,35.156,0.000","-24.343,35.156,0.000","-24.308,35.156,0.000","-24.308,35.156,0.000","-24.308,35.418,0.000","-24.308,35.418,0.000","-26.142,35.418,0.000","-26.142,35.418,0.000","-26.142,35.213,0.000","-26.142,35.213,0.000","-26.107,35.213,0.000","-26.107,35.213,0.000","-26.107,34.842,0.000","-26.107,34.842,0.000","-26.107,34.807,0.000","-26.107,34.807,0.000","-26.107,34.347,0.000","-26.107,34.347,0.000","-26.288,34.347,0.000","-26.288,34.347,0.000","-26.288,34.807,0.000","-26.288,34.807,0.000","-26.641,34.807,0.000","-26.641,34.807,0.000","-26.641,34.842,0.000","-26.641,34.842,0.000","-27.232,34.842,0.000","-27.232,34.842,0.000","-30.402,34.842,0.000","-30.402,34.842,0.000","-33.347,34.842,0.000","-33.347,34.842,0.000","-33.753,34.842,0.000","-33.753,34.842,0.000","-36.112,34.842,0.000","-36.112,34.842,0.000","-38.658,34.842,0.000","-38.658,34.842,0.000","-38.658,35.362,0.000","-38.658,35.362,0.000","-38.658,36.277,0.000","-38.658,36.277,0.000","-38.658,36.439,0.000","-38.658,36.439,0.000","-40.475,36.439,0.000","-40.475,36.439,0.000","-40.475,35.213,0.000","-40.475,35.213,0.000","-40.475,34.842,0.000","-40.475,34.842,0.000","-40.863,34.842,0.000","-40.863,34.842,0.000","-43.248,34.842,0.000","-43.248,34.842,0.000","-46.592,34.842,0.000","-46.592,34.842,0.000","-46.592,34.807,0.000","-46.592,34.807,0.000","-47.203,34.807,0.000","-47.203,34.807,0.000","-47.203,34.842,0.000","-47.203,34.842,0.000","-48.563,34.842,0.000","-48.563,34.842,0.000","-48.563,33.282,0.000","-48.563,33.282,0.000","-48.023,33.282,0.000","-48.023,33.282,0.000","-48.023,30.108,0.000","-48.023,30.108,0.000","-48.563,30.108,0.000","-48.563,30.108,0.000","-48.563,28.548,0.000","-48.563,28.548,0.000","-47.203,28.548,0.000","-47.203,28.548,0.000","-47.203,28.583,0.000","-47.203,28.583,0.000","-46.557,28.583,0.000","-46.557,28.583,0.000","-46.557,28.548,0.000","-46.557,28.548,0.000","-43.248,28.548,0.000","-43.248,28.548,0.000","-40.860,28.548,0.000","-40.860,28.548,0.000","-40.860,28.583,0.000","-40.860,28.583,0.000","-40.475,28.583,0.000","-40.475,28.583,0.000","-40.475,28.610,0.000","-40.475,28.610,0.000","-40.304,28.610,0.000","-40.304,28.610,0.000","-38.811,28.610,0.000","-38.811,28.610,0.000","-38.658,28.610,0.000","-38.658,28.610,0.000","-38.658,28.548,0.000","-38.658,28.548,0.000","-36.368,28.548,0.000","-36.368,28.548,0.000","-34.192,28.548,0.000","-34.192,28.548,0.000","-34.192,28.353,0.000","-34.192,28.353,0.000","-33.753,28.353,0.000","-33.753,28.353,0.000","-33.753,28.583,0.000","-33.753,28.583,0.000","-33.347,28.583,0.000","-33.347,28.583,0.000","-33.347,28.548,0.000","-33.347,28.548,0.000","-30.402,28.548,0.000","-30.402,28.548,0.000","-27.232,28.548,0.000","-27.232,28.548,0.000","-26.643,28.548,0.000","-26.643,28.548,0.000","-26.643,28.583,0.000","-26.643,28.583,0.000","-26.288,28.583,0.000","-26.288,28.583,0.000","-26.288,29.043,0.000","-26.288,29.043,0.000","-26.107,29.043,0.000","-26.107,29.043,0.000","-26.107,28.548,0.000","-26.107,28.548,0.000","-26.107,28.177,0.000","-26.107,28.177,0.000","-26.142,28.177,0.000","-26.142,28.177,0.000","-26.142,27.972,0.000","-26.142,27.972,0.000","-24.308,27.972,0.000","-24.308,27.972,0.000","-24.308,28.234,0.000","-24.308,28.234,0.000","-24.343,28.234,0.000","-24.343,28.234,0.000","-24.343,29.043,0.000","-24.343,29.043,0.000","-24.162,29.043,0.000","-24.162,29.043,0.000","-24.162,28.526,0.000","-24.162,28.526,0.000","-20.263,28.526,0.000","-20.263,28.526,0.000","-20.033,28.526,0.000","-20.033,28.526,0.000","-20.033,29.043,0.000",,,,
"-38.637,56.253,4.570","-52.013,56.253,4.570","-52.013,56.253,4.570","-52.013,-0.113,4.570","-52.013,-0.113,4.570","-19.947,-0.113,4.570","-19.947,-0.113,4.570","-19.947,9.793,4.570","-19.947,9.793,4.570","-20.010,9.793,4.570","-20.010,9.793,4.570","-20.263,9.793,4.570","-20.263,9.793,4.570","-25.967,9.793,4.570","-25.967,9.793,4.570","-26.643,9.793,4.570","-26.643,9.793,4.570","-28.917,9.793,4.570","-28.917,9.793,4.570","-31.447,9.793,4.570","-31.447,9.793,4.570","-33.347,9.793,4.570","-33.347,9.793,4.570","-34.427,9.793,4.570","-34.427,9.793,4.570","-35.481,9.793,4.570","-35.481,9.793,4.570","-39.056,9.793,4.570","-39.056,9.793,4.570","-40.110,9.793,4.570","-40.110,9.793,4.570","-41.063,9.793,4.570","-41.063,9.793,4.570","-43.048,9.793,4.570","-43.048,9.793,4.570","-46.797,9.793,4.570","-46.797,9.793,4.570","-47.247,9.793,4.570","-47.247,9.793,4.570","-47.247,10.267,4.570","-47.247,10.267,4.570","-47.247,13.565,4.570","-47.247,13.565,4.570","-47.247,14.200,4.570","-47.247,14.200,4.570","-47.247,15.254,4.570","-47.247,15.254,4.570","-47.247,18.847,4.570","-47.247,18.847,4.570","-47.247,21.476,4.570","-47.247,21.476,4.570","-47.247,21.582,4.570","-47.247,21.582,4.570","-47.247,28.211,4.570","-47.247,28.211,4.570","-47.247,28.617,4.570","-47.247,28.617,4.570","-47.247,34.841,4.570","-47.247,34.841,4.570","-47.247,35.247,4.570","-47.247,35.247,4.570","-47.247,38.456,4.570","-47.247,38.456,4.570","-47.247,44.534,4.570","-47.247,44.534,4.570","-47.247,45.017,4.570","-47.247,45.017,4.570","-47.247,46.071,4.570","-47.247,46.071,4.570","-47.247,48.695,4.570","-47.247,48.695,4.570","-47.247,49.749,4.570","-47.247,49.749,4.570","-47.247,50.371,4.570","-47.247,50.371,4.570","-46.797,50.371,4.570","-46.797,50.371,4.570","-43.792,50.371,4.570","-43.792,50.371,4.570","-40.863,50.371,4.570","-40.863,50.371,4.570","-38.637,50.371,4.570","-38.637,50.371,4.570","-38.637,56.253,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-44.022,10.225,0.000","-44.022,10.287,0.000","-44.022,10.287,0.000","-43.869,10.287,0.000","-43.869,10.287,0.000","-42.131,10.287,0.000","-42.131,10.287,0.000","-41.978,10.287,0.000","-41.978,10.287,0.000","-41.978,10.225,0.000","-41.978,10.225,0.000","-40.863,10.225,0.000","-40.863,10.225,0.000","-40.457,10.225,0.000","-40.457,10.225,0.000","-38.758,10.225,0.000","-38.758,10.225,0.000","-38.317,10.225,0.000","-38.317,10.225,0.000","-33.347,10.225,0.000","-33.347,10.225,0.000","-29.152,10.225,0.000","-29.152,10.225,0.000","-27.028,10.225,0.000","-27.028,10.225,0.000","-26.237,10.225,0.000","-26.237,10.225,0.000","-24.282,10.225,0.000","-24.282,10.225,0.000","-24.282,10.287,0.000","-24.282,10.287,0.000","-24.129,10.287,0.000","-24.129,10.287,0.000","-22.601,10.287,0.000","-22.601,10.287,0.000","-22.448,10.287,0.000","-22.448,10.287,0.000","-22.448,10.225,0.000","-22.448,10.225,0.000","-20.892,10.225,0.000","-20.892,10.225,0.000","-20.892,12.042,0.000","-20.892,12.042,0.000","-22.848,12.042,0.000","-22.848,12.042,0.000","-25.838,12.042,0.000","-25.838,12.042,0.000","-31.532,12.042,0.000","-31.532,12.042,0.000","-34.812,12.042,0.000","-34.812,12.042,0.000","-36.629,12.042,0.000","-36.629,12.042,0.000","-36.841,12.042,0.000","-36.841,12.042,0.000","-38.658,12.042,0.000","-38.658,12.042,0.000","-38.658,11.980,0.000","-38.658,11.980,0.000","-38.811,11.980,0.000","-38.811,11.980,0.000","-40.339,11.980,0.000","-40.339,11.980,0.000","-40.492,11.980,0.000","-40.492,11.980,0.000","-40.492,12.042,0.000","-40.492,12.042,0.000","-43.177,12.042,0.000","-43.177,12.042,0.000","-43.416,12.042,0.000","-43.416,12.042,0.000","-46.832,12.042,0.000","-46.832,12.042,0.000","-47.015,12.042,0.000","-47.015,12.042,0.000","-51.183,12.042,0.000","-51.183,12.042,0.000","-51.183,10.225,0.000","-51.183,10.225,0.000","-47.388,10.225,0.000","-47.388,10.225,0.000","-46.797,10.225,0.000","-46.797,10.225,0.000","-44.022,10.225,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-15.097,35.851,9.250","-15.097,35.897,9.250","-15.097,35.897,9.250","-13.620,35.897,9.250","-13.620,35.897,9.250","0.113,35.897,9.250","0.113,35.897,9.250","0.113,50.203,9.250","0.113,50.203,9.250","-35.397,50.203,9.250","-35.397,50.203,9.250","-35.397,56.253,9.250","-35.397,56.253,9.250","-38.503,56.253,9.250","-38.503,56.253,9.250","-38.503,50.237,9.250","-38.503,50.237,9.250","-47.113,50.237,9.250","-47.113,50.237,9.250","-47.113,9.927,9.250","-47.113,9.927,9.250","0.113,9.927,9.250","0.113,9.927,9.250","0.113,27.493,9.250","0.113,27.493,9.250","-13.620,27.493,9.250","-13.620,27.493,9.250","-15.097,27.493,9.250","-15.097,27.493,9.250","-15.097,27.540,9.250","-15.097,27.540,9.250","-15.365,27.540,9.250","-15.365,27.540,9.250","-20.424,27.540,9.250","-20.424,27.540,9.250","-21.620,27.540,9.250","-21.620,27.540,9.250","-21.620,35.851,9.250","-21.620,35.851,9.250","-20.424,35.851,9.250","-20.424,35.851,9.250","-15.365,35.851,9.250","-15.365,35.851,9.250","-15.097,35.851,9.250",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-47.247,28.211,4.570","-47.247,21.582,4.570","-47.247,21.582,4.570","-33.488,21.582,4.570","-33.488,21.582,4.570","-33.488,28.126,4.570","-33.488,28.126,4.570","-33.535,28.126,4.570","-33.535,28.126,4.570","-33.753,28.126,4.570","-33.753,28.126,4.570","-34.193,28.126,4.570","-34.193,28.126,4.570","-34.193,28.387,4.570","-34.193,28.387,4.570","-33.753,28.387,4.570","-33.753,28.387,4.570","-33.753,28.617,4.570","-33.753,28.617,4.570","-33.535,28.617,4.570","-33.535,28.617,4.570","-33.488,28.617,4.570","-33.488,28.617,4.570","-33.488,29.244,4.570","-33.488,29.244,4.570","-33.488,31.074,4.570","-33.488,31.074,4.570","-33.488,34.841,4.570","-33.488,34.841,4.570","-33.535,34.841,4.570","-33.535,34.841,4.570","-33.753,34.841,4.570","-33.753,34.841,4.570","-33.753,35.247,4.570","-33.753,35.247,4.570","-33.535,35.247,4.570","-33.535,35.247,4.570","-33.488,35.247,4.570","-33.488,35.247,4.570","-33.488,38.456,4.570","-33.488,38.456,4.570","-33.535,38.456,4.570","-33.535,38.456,4.570","-40.538,38.456,4.570","-40.538,38.456,4.570","-43.538,38.456,4.570","-43.538,38.456,4.570","-47.247,38.456,4.570","-47.247,38.456,4.570","-47.247,35.247,4.570","-47.247,35.247,4.570","-46.797,35.247,4.570","-46.797,35.247,4.570","-46.797,34.841,4.570","-46.797,34.841,4.570","-47.247,34.841,4.570","-47.247,34.841,4.570","-47.247,28.617,4.570","-47.247,28.617,4.570","-46.797,28.617,4.570","-46.797,28.617,4.570","-46.797,28.211,4.570","-46.797,28.211,4.570","-47.247,28.211,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-17.125,44.982,4.570","-17.125,45.044,4.570","-17.125,45.044,4.570","-15.446,45.044,4.570","-15.446,45.044,4.570","-15.293,45.044,4.570","-15.293,45.044,4.570","-15.293,45.017,4.570","-15.293,45.017,4.570","-14.677,45.017,4.570","-14.677,45.017,4.570","-14.677,44.982,4.570","-14.677,44.982,4.570","-11.922,44.982,4.570","-11.922,44.982,4.570","-11.858,44.982,4.570","-11.858,44.982,4.570","-11.858,45.044,4.570","-11.858,45.044,4.570","-11.705,45.044,4.570","-11.705,45.044,4.570","-10.815,45.044,4.570","-10.815,45.044,4.570","-10.815,44.982,4.570","-10.815,44.982,4.570","-10.442,44.982,4.570","-10.442,44.982,4.570","-8.192,44.982,4.570","-8.192,44.982,4.570","-8.192,44.757,4.570","-8.192,44.757,4.570","-7.753,44.757,4.570","-7.753,44.757,4.570","-7.753,45.017,4.570","-7.753,45.017,4.570","-7.483,45.017,4.570","-7.483,45.017,4.570","-7.077,45.017,4.570","-7.077,45.017,4.570","-7.077,44.982,4.570","-7.077,44.982,4.570","-5.980,44.982,4.570","-5.980,44.982,4.570","-5.980,46.816,4.570","-5.980,46.816,4.570","-7.618,46.816,4.570","-7.618,46.816,4.570","-10.988,46.816,4.570","-10.988,46.816,4.570","-11.116,46.816,4.570","-11.116,46.816,4.570","-14.398,46.816,4.570","-14.398,46.816,4.570","-14.526,46.816,4.570","-14.526,46.816,4.570","-17.808,46.816,4.570","-17.808,46.816,4.570","-17.936,46.816,4.570","-17.936,46.816,4.570","-19.830,46.816,4.570","-19.830,46.816,4.570","-19.830,45.135,4.570","-19.830,45.135,4.570","-19.830,44.982,4.570","-19.830,44.982,4.570","-19.857,44.982,4.570","-19.857,44.982,4.570","-19.857,43.977,4.570","-19.857,43.977,4.570","-18.067,43.977,4.570","-18.067,43.977,4.570","-18.058,43.977,4.570","-18.058,43.977,4.570","-18.058,44.982,4.570","-18.058,44.982,4.570","-17.125,44.982,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-9.290,14.399,0.000","-9.290,12.718,0.000","-9.290,12.718,0.000","-8.852,12.718,0.000","-8.852,12.718,0.000","-7.518,12.718,0.000","-7.518,12.718,0.000","-7.518,14.068,0.000","-7.518,14.068,0.000","-6.518,14.068,0.000","-6.518,14.068,0.000","-6.518,15.902,0.000","-6.518,15.902,0.000","-7.284,15.902,0.000","-7.284,15.902,0.000","-7.496,15.902,0.000","-7.496,15.902,0.000","-7.496,18.003,0.000","-7.496,18.003,0.000","-7.553,18.003,0.000","-7.553,18.003,0.000","-7.553,18.407,0.000","-7.553,18.407,0.000","-7.553,18.813,0.000","-7.553,18.813,0.000","-7.112,18.813,0.000","-7.112,18.813,0.000","-7.112,19.892,0.000","-7.112,19.892,0.000","-7.518,19.892,0.000","-7.518,19.892,0.000","-7.518,21.508,0.000","-7.518,21.508,0.000","-7.518,23.422,0.000","-7.518,23.422,0.000","-7.518,26.002,0.000","-7.518,26.002,0.000","-7.518,27.582,0.000","-7.518,27.582,0.000","-9.352,27.582,0.000","-9.352,27.582,0.000","-9.352,25.978,0.000","-9.352,25.978,0.000","-9.352,23.562,0.000","-9.352,23.562,0.000","-9.352,19.548,0.000","-9.352,19.548,0.000","-9.352,14.552,0.000","-9.352,14.552,0.000","-9.290,14.552,0.000","-9.290,14.552,0.000","-9.290,14.399,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-43.048,13.642,4.570","-42.216,13.642,4.570","-42.216,13.642,4.570","-41.028,13.642,4.570","-41.028,13.642,4.570","-38.282,13.642,4.570","-38.282,13.642,4.570","-34.392,13.642,4.570","-34.392,13.642,4.570","-31.447,13.642,4.570","-31.447,13.642,4.570","-30.973,13.642,4.570","-30.973,13.642,4.570","-28.917,13.642,4.570","-28.917,13.642,4.570","-26.002,13.642,4.570","-26.002,13.642,4.570","-26.002,14.852,4.570","-26.002,14.852,4.570","-26.002,18.441,4.570","-26.002,18.441,4.570","-26.643,18.441,4.570","-26.643,18.441,4.570","-26.643,19.222,4.570","-26.643,19.222,4.570","-26.643,19.382,4.570","-26.643,19.382,4.570","-31.610,19.382,4.570","-31.610,19.382,4.570","-31.738,19.382,4.570","-31.738,19.382,4.570","-31.738,18.286,4.570","-31.738,18.286,4.570","-33.347,18.286,4.570","-33.347,18.286,4.570","-33.347,18.251,4.570","-33.347,18.251,4.570","-33.753,18.251,4.570","-33.753,18.251,4.570","-33.753,18.286,4.570","-33.753,18.286,4.570","-37.202,18.286,4.570","-37.202,18.286,4.570","-40.062,18.286,4.570","-40.062,18.286,4.570","-40.062,18.251,4.570","-40.062,18.251,4.570","-40.863,18.251,4.570","-40.863,18.251,4.570","-40.863,18.286,4.570","-40.863,18.286,4.570","-43.048,18.286,4.570","-43.048,18.286,4.570","-43.048,17.952,4.570","-43.048,17.952,4.570","-43.048,13.642,4.570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"-31.509,49.860,0.000","-31.662,49.860,0.000","-31.662,49.860,0.000","-31.662,49.922,0.000","-31.662,49.922,0.000","-33.347,49.922,0.000","-33.347,49.922,0.000","-33.347,49.887,0.000","-33.347,49.887,0.000","-37.757,49.887,0.000","-37.757,49.887,0.000","-38.171,49.887,0.000","-38.171,49.887,0.000","-38.693,49.887,0.000","-38.693,49.887,0.000","-38.693,49.860,0.000","-38.693,49.860,0.000","-38.846,49.860,0.000","-38.846,49.860,0.000","-40.440,49.860,0.000","-40.440,49.860,0.000","-40.440,49.097,0.000","-40.440,49.097,0.000","-40.475,49.097,0.000","-40.475,49.097,0.000","-40.475,44.983,0.000","-40.475,44.983,0.000","-40.475,44.830,0.000","-40.475,44.830,0.000","-38.811,44.830,0.000","-38.811,44.830,0.000","-38.720,44.830,0.000","-38.720,44.830,0.000","-38.720,44.921,0.000","-38.720,44.921,0.000","-38.720,48.150,0.000","-38.720,48.150,0.000","-35.353,48.150,0.000","-35.353,48.150,0.000","-35.215,48.150,0.000","-35.215,48.150,0.000","-35.215,48.088,0.000","-35.215,48.088,0.000","-32.287,48.088,0.000","-32.287,48.088,0.000","-30.987,48.088,0.000","-30.987,48.088,0.000","-23.537,48.088,0.000","-23.537,48.088,0.000","-21.118,48.088,0.000","-21.118,48.088,0.000","-21.118,49.870,0.000","-21.118,49.870,0.000","-21.153,49.870,0.000","-21.153,49.870,0.000","-21.153,50.336,0.000","-21.153,50.336,0.000","-26.237,50.336,0.000","-26.237,50.336,0.000","-26.237,49.887,0.000","-26.237,49.887,0.000","-26.643,49.887,0.000","-26.643,49.887,0.000","-26.643,49.922,0.000","-26.643,49.922,0.000","-29.828,49.922,0.000","-29.828,49.922,0.000","-29.828,49.860,0.000","-29.828,49.860,0.000","-29.981,49.860,0.000","-29.981,49.860,0.000","-31.509,49.860,0.000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
